9141 579K20136 Datalog
Sample interval: 0.2
Operation mode:Normal
Log data:All
Date: 2024-02-13 13:04:17

15.000,0.008,0.000,0.000,4.998,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.996,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.994,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.995,0.055,0x0000
14.996,0.008,0.000,0.000,4.995,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.995,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.996,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.996,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.998,0.055,0x0000
14.996,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.007,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.996,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.996,0.008,0.000,0.000,4.995,0.055,0x0000
14.996,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.001,0.008,0.000,0.000,4.996,0.055,0x0000
15.001,0.008,0.000,0.000,4.996,0.055,0x0000
15.001,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.995,0.055,0x0000
15.001,0.008,0.000,0.000,4.995,0.055,0x0000
15.001,0.008,0.000,0.000,4.995,0.055,0x0000
15.000,0.008,0.000,0.000,4.995,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.995,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.995,0.055,0x0000
14.999,0.008,0.000,0.000,4.995,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
15.000,0.008,0.000,0.000,4.998,0.055,0x0000
15.000,0.008,0.000,0.000,4.998,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.998,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.997,0.055,0x0000
15.000,0.008,0.000,0.000,4.998,0.055,0x0000
15.000,0.008,0.000,0.000,4.999,0.055,0x0000
15.000,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.056,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.056,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.056,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.999,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.998,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
15.000,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.998,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.997,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.995,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.999,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.997,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.997,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.997,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.996,0.055,0x0000
14.999,0.008,0.000,0.000,4.995,0.055,0x0000
14.999,0.008,0.000,0.000,4.995,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
14.998,0.008,0.000,0.000,4.996,0.055,0x0000
