9141 579K20136 Datalog
Sample interval: 0.2
Operation mode:Normal
Log data:All
Date: 2024-01-23 15:38:04

0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
0.000,0.000,0.000,0.000,0.000,0.000,0x0000
